idEntrada;usuarioOnline;statusSaida;paginaSaida;avaliacao.r;dataHoraEntrada;dataHoraSaida;dataHoraErro;tempoAcesso;codigo;erro
916;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;372;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
292;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;367;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
656;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;141;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
670;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;361;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
902;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;145;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
73;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;361;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
552;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;146;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
975;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;358;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
571;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;355;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
551;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;341;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
841;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;149;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
816;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;339;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
781;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;338;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
234;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;151;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
148;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;323;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
58;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;310;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
218;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;153;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
633;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;304;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
655;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;298;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
88;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;292;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
357;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;289;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
13;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;288;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
765;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;284;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
74;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;155;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
178;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;277;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
707;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;275;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
805;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;273;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
754;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;266;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
514;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;265;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
931;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;263;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
277;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;261;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
953;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;259;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
28;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;258;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
534;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;255;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
133;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;245;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
739;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;231;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
586;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;213;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
480;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;213;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
103;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;210;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
391;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;162;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
780;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;207;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
648;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;200;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
205;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;190;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
415;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;190;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
403;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;164;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
217;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;187;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
262;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;181;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
515;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;166;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
869;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;177;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
888;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;167;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
118;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;163;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
445;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;163;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
832;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;168;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
618;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;159;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
938;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;154;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
495;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;135;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
792;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;130;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
901;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;118;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
685;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;115;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
887;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;115;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
465;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;109;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
854;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;101;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
163;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;89;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
399;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;89;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
43;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;88;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
430;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;67;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
604;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;58;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
372;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;42;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
968;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;39;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
722;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:56;33;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
449;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;NA;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
696;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:05;535;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
743;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:06;18/05/2021 18:05;526;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
558;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;177;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
671;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;178;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
231;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;475;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
555;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;438;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
920;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;431;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
242;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;180;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
266;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;426;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
182;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;392;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
905;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;370;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
711;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;367;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
640;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;181;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
796;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;338;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
659;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;332;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
20;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;183;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
206;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;183;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
373;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;184;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
152;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;332;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
454;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;326;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
945;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;185;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
326;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;322;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
167;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;316;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
92;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;306;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
419;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;304;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
17;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;300;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
499;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;284;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
538;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;283;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
305;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;188;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
772;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;188;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
239;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;279;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
134;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;189;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
686;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;190;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
622;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 17:59;278;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
518;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;277;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
957;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;266;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
611;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;192;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
484;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;255;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
469;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;248;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
404;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;237;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
269;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;193;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
637;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;226;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
338;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;216;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
361;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;215;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
994;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;214;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
2;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;212;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
77;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;206;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
400;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;197;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
32;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;205;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
769;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;201;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
979;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;201;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
858;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;198;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
942;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;197;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
407;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;198;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
104;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;198;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
251;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;195;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
47;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;192;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
575;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;187;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
62;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;180;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
674;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;174;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
376;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;169;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
89;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;201;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
314;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;168;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
560;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;164;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
523;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;156;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
302;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;150;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
107;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;146;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
838;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;142;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
194;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;133;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
122;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;126;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
891;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;121;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
434;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;119;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
873;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;108;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
388;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;104;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
829;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;100;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
472;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;206;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
820;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;95;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
220;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;86;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
590;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;82;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
608;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;71;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
137;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;65;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
281;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;40;550;"""ERRO NA VALIDACAO DE DADOS COMPLEMENTARES"""
284;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:01;208;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
591;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:55;18/05/2021 17:55;NA;500;"""INTERNAL SERVER ERROR"""
295;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:05;18/05/2021 18:04;480;500;"""INTERNAL SERVER ERROR"""
319;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;442;500;"""INTERNAL SERVER ERROR"""
3;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;427;500;"""INTERNAL SERVER ERROR"""
185;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;212;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
770;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;419;500;"""INTERNAL SERVER ERROR"""
576;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:02;404;500;"""INTERNAL SERVER ERROR"""
638;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;377;500;"""INTERNAL SERVER ERROR"""
470;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;375;500;"""INTERNAL SERVER ERROR"""
